RK,NAME,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS,LNG,TD,FF,FR,FTD
877,Ifeatu Melifonwu DET,1,2,2,4,1.0,2,1,0,0,0,0,0,0,0,0
877,Esezi Otomewo JAX,4,0,4,4,0.5,2,0,0,0,0,0,0,0,0,0
877,Charlie Kolar BAL,12,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Ty Chandler MIN,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Cade Otton TB,14,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Patrick Johnson NYG/PHI,13,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Mark Robinson PIT,15,4,0,4,0.0,0,0,0,0,0,0,0,1,0,0
877,Amari Gainer LV,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Chig Okonkwo TEN,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Colson Yankoff WSH,6,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Cameron Thomas KC/CLE,7,1,3,4,0.0,0,1,0,0,0,0,0,0,0,0
877,Daniel Bellinger NYG,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Julian Hill MIA,14,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Kenneth Gainwell PHI,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Hassan Haskins LAC,15,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Luke Schoonmaker DAL,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Amon-Ra St. Brown DET,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Channing Tindall MIA,9,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
877,DeMarvin Leal PIT,5,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Adisa Isaac BAL,4,2,2,4,0.0,0,1,1,0,0,0,0,0,0,0
877,Drake London ATL,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Curtis Jacobs NE,9,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Tyler Goodson IND,14,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Cedric Johnson CIN,7,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Noah Sewell CHI,9,3,1,4,0.0,0,0,0,0,0,0,0,1,0,0
877,Sean Tucker TB,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Jaxon Smith-Njigba SEA,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Jaylan Ford NO,6,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0
877,Jermaine Johnson NYJ,2,4,0,4,0.0,0,1,0,0,0,0,0,0,0,0
877,Jordan Whittington LAR,13,4,0,4,0.0,0,0,0,0,0,0,0,0,1,0
877,Drew Ogletree IND,15,0,4,4,0.0,0,0,0,0,0,0,0,0,0,0
935,Morgan Cox TEN,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Tashaun Gipson Sr. SF,7,2,1,3,0.0,0,0,1,0,0,0,0,0,0,0
935,Riley Dixon DEN,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,T.Y. McGill SF/CLE,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Pharaoh Brown SEA,13,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Eric Saubert SF,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Josh Tupou BAL,3,3,0,3,1.0,1,1,0,0,0,0,0,0,0,0
935,Desmond King II BAL/HOU,3,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,George Kittle SF,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,James Conner ARI,15,2,1,3,0.0,0,0,0,0,0,0,0,1,0,0
935,Bruce Hector NYJ,4,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Zach Cunningham DEN,5,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Trent Sieg DAL,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Samaje Perine KC,15,1,2,3,0.0,0,0,0,0,0,0,0,0,1,0
935,Ryan Neal TB,1,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Jalen Davis CIN,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Nick Chubb CLE,8,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Micah Abernathy ATL,6,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Jakobi Meyers LV,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Joe Giles-Harris NE,3,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Alex Bachman LV,6,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Josh Oliver MIN,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,C.J. Ham MIN,15,1,2,3,0.0,0,0,0,0,0,0,0,0,1,0
935,Rashid Shaheed NO,6,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Jonah Williams LAR/MIN/DET,9,1,2,3,0.0,0,1,0,0,0,0,0,0,0,0
935,Dicaprio Bootle LAC,7,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Derrick Brown CAR,1,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Leki Fotu NYJ,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Joe Bachie CIN,12,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Patrick Taylor Jr. SF,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Reggie Gilliam BUF,13,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Tanner Conner MIA,8,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Nicholas Morrow BUF,11,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Hunter Long LAR,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,CeeDee Lamb DAL,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Isaiah Thomas DET,2,0,3,3,0.0,0,0,0,0,0,0,0,0,1,0
935,Ronnie Rivers LAR,15,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Quintin Morris BUF,14,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Ty Okada SEA,4,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Christian Watson GB,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Isaac Ukwu DET,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Pierre Strong Jr. CLE,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Stone Smartt LAC,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Raheem Layne NYG,2,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Tre Avery TEN,9,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Raheem Blackshear CAR,14,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,KJ Henry CIN/DAL,4,1,2,3,1.0,9,1,0,0,0,0,0,0,0,0
935,Nick Hampton LAR,14,2,1,3,0.0,0,0,1,0,0,0,0,0,0,0
935,Kana'i Mauga LV,11,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Brevyn Spann-Ford DAL,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Taki Taimani MIN,7,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Isaiah Stalbird NO,3,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Ochaun Mathis NE/PHI,6,2,1,3,0.0,0,0,0,0,0,0,0,1,0,0
935,DJ Ivey CIN,9,3,0,3,0.0,0,0,1,0,0,0,0,0,0,0
935,Tank Dell HOU,14,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Dylan Laube LV,8,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,DJ Coleman JAX,1,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Ben VanSumeren PHI,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Elijah Moore CLE,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Khristian Boyd NO,6,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Zach Charbonnet SEA,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Brandon Dorlus ATL,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Jamal Hill HOU,7,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,De'Antre Prince JAX,9,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Tre Tucker LV,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Jammie Robinson CAR,6,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Brock Bowers LV,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Kenneth Walker III SEA,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Jaylen Mahoney SF,3,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Jerrick Reed II SEA,5,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Hogan Hatten DET,15,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Brandon Codrington BUF,15,3,0,3,0.0,0,0,1,0,0,0,0,0,0,0
935,Darrell Luter Jr. SF,3,1,2,3,0.0,0,0,0,0,0,0,0,1,0,0
935,Xavier Hutchinson HOU,14,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Myles Harden CLE,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Isaiah Bolden NE,12,2,1,3,0.0,0,0,0,0,0,0,0,0,1,0
935,Caleb Murphy LAC/TEN,5,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Dee Williams SEA/NYG,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0
935,Ryan Flournoy DAL,9,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0
1014,Lawrence Guy CIN,4,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Andrew DePaola MIN,11,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Zach Ertz WSH,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Davante Adams LV/NYJ,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Luke Rhodes IND,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Zach Wood NO,14,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Joe Thuney KC,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Chris Conley SF,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Justin Hardee Sr. TEN,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Thomas Hennessy NYJ,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Mack Hollins BUF,15,1,1,2,0.0,0,0,0,0,0,0,0,0,1,0
1014,Eli Apple LAC,4,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0
1014,Aaron Jones MIN,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Demarcus Robinson LAR,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Kendal Vickers NO,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Mike Williams PIT/NYJ,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Durham Smythe MIA,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Chris Godwin TB,7,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Tyreek Hill MIA,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Curtis Samuel BUF,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Marcus Davenport DET,2,1,1,2,0.5,4,0,0,0,0,0,0,0,0,0
1014,Drew Sample CIN,15,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0
1014,Courtland Sutton DEN,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Kyle Peko DET,5,1,1,2,0.0,0,1,0,0,0,0,0,0,0,0
1014,Kolton Miller LV,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Ronnie Harrison Jr. IND,8,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0
1014,Patrick Mekari BAL,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Christian Kirk JAX,8,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Rock Ya-Sin SF,11,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0
1014,Sam Darnold MIN,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Rex Sunahara CLE,10,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Joe Gaziano JAX,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Lamar Jackson BAL,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,T.J. Smith CAR,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Robert Hunt CAR,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Alec Ingold MIA,13,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Andrew Wingard JAX,6,2,0,2,0.0,0,0,3,0,0,0,0,0,0,0
1014,Calvin Ridley TEN,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Ross Matiscik JAX,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Elerson G. Smith CLE,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Robert Rochell GB,8,2,0,2,0.0,0,0,0,0,0,0,0,0,1,0
1014,Ko Kieft TB,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Jack Stoll MIA/PHI,9,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Kene Nwangwu NYJ,2,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0
1014,Michael Pittman Jr. IND,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Khalil Herbert CHI/CIN,12,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Noah Fant SEA,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Jalen Virgil BUF,7,2,0,2,0.0,0,0,0,0,0,0,0,0,1,0
1014,Cole Christiansen KC,9,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Teven Jenkins CHI,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Lil'Jordan Humphrey DEN,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Jonathan Ward PIT,4,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Michael Jordan NE,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Harrison Bryant LV,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,John Bates WSH,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Tristan Wirfs TB,14,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Damarri Mathis DEN,8,0,2,2,0.0,0,0,1,0,0,0,0,0,0,0
1014,Cal Adomitis CIN,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Tylan Wallace BAL,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Neil Farrell MIA,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Faion Hicks SEA,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Jake Ferguson DAL,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,John Samuel Shenker LV,6,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Jordan Mims NO,9,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Marquise Blair SEA,1,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Keith Taylor Jr. KC,9,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Gabe Davis JAX,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Akayleb Evans MIN,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Tony Fields II CLE,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Mike Greene TB,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Nico Collins HOU,10,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Peyton Hendershot KC,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Bo Melton GB,14,1,1,2,0.0,0,0,0,0,0,0,0,0,1,0
1014,Blake Grupe NO,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Brandon Pili MIA,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Brayden Willis SF,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Shaka Heyward CIN,4,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Simi Fehoko LAC,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Chris Olave NO,8,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Matt Araiza KC,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Dyami Brown WSH,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Patrick O'Connell SEA,5,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Chris Smith DET,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Charles Woods LAR,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Payne Durham TB,14,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Isaac Guerendo SF,14,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Brennan Jackson LAR,5,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Craig Reynolds DET,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Roschon Johnson CHI,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Jameson Williams DET,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Puka Nacua LAR,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Tatum Bethune SF,9,0,2,2,0.0,0,0,0,0,0,0,0,0,1,0
1014,Kenny McIntosh SEA,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Zion Logue BUF,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Rashee Rice KC,4,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0
1014,Tyjae Spears TEN,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Tank Bigsby JAX,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Blake Corum LAR,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Jordan Addison MIN,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Trey Benson ARI,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Sam LaPorta DET,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Xavier Legette CAR,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Jarius Monroe NYJ,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Bijan Robinson ATL,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Parker Washington JAX,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,John Metchie III HOU,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Justin Eboigbe LAC,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,AJ Barner SEA,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Mitchell Agude DET,2,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0
1014,Ladd McConkey LAC,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Drew Sanders DEN,2,1,1,2,1.0,11,1,0,0,0,0,0,0,0,0
1014,Marvin Mims Jr. DEN,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Josh Downs IND,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Jake Bates DET,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Ben Sinnott WSH,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Devontez Walker BAL,7,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Julius Wood TEN,9,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0
1014,Daijahn Anthony CIN,11,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0
1132,Nick Folk TEN,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Joe Flacco IND,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Graham Gano NYG,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Trent Williams SF,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Bryan Anger DAL,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Johnny Hekker CAR,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Charley Hughlett CLE,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Justin Tucker BAL,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Greg Van Roten NYG,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,DeAndre Hopkins KC/TEN,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Travis Kelce KC,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Brandon McManus GB,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Adam Thielen CAR,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,James Winchester KC,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Mike Evans TB,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jordan Matthews CAR,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Taysom Hill NO,8,1,0,1,0.0,0,1,0,0,0,0,0,1,0,0
1132,Jason Myers SEA,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,MyCole Pruitt PIT,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Chris Manhertz NYG,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Brandon Allen SF,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,C.J. Uzomah PHI,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Angelo Blackson ARI,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Robbie Chosen MIA,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Shaq Mason HOU,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Dak Prescott DAL,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jameis Winston CLE,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Ka'imi Fairbairn HOU,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Kevon Seymour WSH,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Patrick Ricard BAL,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Alex Barrett SF,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Stefon Diggs HOU,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Reid Ferguson BUF,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Mark Glowinski IND,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Bradley Pinion ATL,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Zach Pascal ARI,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Isaac Seumalo PIT,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Christian Kuntz PIT,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jack Conklin CLE,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jamaal Williams NO,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Ethan Pocic CLE,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Austin Hooper NE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Tyler Boyd TEN,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Geoff Swaim CLE,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jared Goff DET,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Aaron Stinnie NYG,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Anthony Firkser KC/NYJ,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Younghoe Koo ATL,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Ezekiel Elliott DAL,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Marquez Valdes-Scantling BUF/NO,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Evan Engram JAX,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Artie Burns SEA,2,1,0,1,0.0,0,0,2,0,0,0,0,0,0,0
1132,River Cracraft MIA,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jonnu Smith MIA,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Bradley Bozeman LAC,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Alvin Kamara NO,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Alex Cappa CIN,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jermaine Eluemunor NYG,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Cam Robinson MIN/JAX,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jakob Johnson NYG,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Logan Cooke JAX,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Elgton Jenkins GB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Joe Mixon HOU,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Ross Dwelley ATL,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,JuJu Smith-Schuster KC,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Dallas Goedert PHI,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Terry McLaurin WSH,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Khari Blasingame CHI/PHI,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jackson Barton ARI,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Braxton Berrios MIA,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Oshane Ximines NE,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
1132,Jason Sanders MIA,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
