PLR_NAME,Player,Team ABR,Team,RK,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS.1,LNG,TD,FF,FR,FTD,Position,College,School,Conference
Mack Hollins,Mack Hollins,BUF,Buffalo,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,1,0,WR,North Carolina,North Carolina,ACC
Eli Apple,Eli Apple,LAC,LA Chargers,1014,4,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0,DB,Ohio State,Ohio State,Big Ten
Aaron Jones,Aaron Jones,MIN,Minnesota,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Texas-El Paso,Texas,SEC
Demarcus Robinson,Demarcus Robinson,LAR,LA Rams,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Florida,Florida,SEC
Kendal Vickers,Courtland Sutton,NO,Denver Broncos,1014,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,SMU,SMU,ACC
Mike Williams,Mike Williams,PIT/NYJ,Pittsburgh,1014,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Clemson,Clemson,ACC
Durham Smythe,Durham Smythe,MIA,Miami,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Notre Dame,Notre Dame,FBS Independent
Chris Godwin,Chris Godwin,TB,Tampa Bay,1014,7,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Penn State,Penn St.,Big Ten
Tyreek Hill,Tyreek Hill,MIA,Miami,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,West Alabama,Alabama,SEC
Curtis Samuel,Curtis Samuel,BUF,Buffalo,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Ohio State,Ohio State,Big Ten
Marcus Davenport,Marcus Davenport,DET,Detroit,1014,2,1,1,2,0.5,4,0,0,0,0,0,0,0,0,0,DE,Texas-San Antonio,Texas,SEC
Drew Sample,Drew Sample,CIN,Cincinnati,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0,TE,Washington,Washington,Big Ten
Courtland Sutton,Courtland Sutton,DEN,Denver,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern Methodist,Ga. Southern,Sun Belt
Kyle Peko,Kyle Peko,DET,Detroit,1014,5,1,1,2,0.0,0,1,0,0,0,0,0,0,0,0,DT,Oregon State,Oregon,Big Ten
Kolton Miller,Kolton Miller,LV,Las Vegas,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,OT,UCLA,UCLA,Big Ten
Ronnie Harrison Jr.,Ronnie Harrison,IND,Indianapolis,1014,8,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0,DB,Alabama,Alabama,SEC
Patrick Mekari,Patrick Mekari,BAL,Baltimore,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,OT,California,California,ACC
Christian Kirk,Christian Kirk,JAX,Jacksonville,1014,8,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas A&M,Texas A&M,SEC
Rock Ya-Sin,Rock Ya-Sin,SF,San Francisco,1014,11,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0,DB,Temple,Temple,The American
Sam Darnold,Sam Darnold,MIN,Minnesota,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,QB,Southern California,Southern California,Big Ten
Rex Sunahara,Rex Sunahara,CLE,Cleveland,1014,10,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,West Virginia,West Virginia,Big 12
Joe Gaziano,Joe Alt,JAX,LA Chargers,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,OT,Notre Dame,Notre Dame,FBS Independent
Lamar Jackson,Lamar Jackson,BAL,Baltimore,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,QB,Louisville,Louisville,ACC
Lamar Jackson,Lamar Jackson,BAL,Atlanta,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,Nebraska,Nebraska,Big Ten
T.J. Smith,T.J. Smith,CAR,Carolina,1014,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,DT,Arkansas,Arkansas,SEC
Robert Hunt,Robert Hunt,CAR,Carolina,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,OG,Louisiana-Lafayette,Louisiana,Sun Belt
Alec Ingold,Alec Ingold,MIA,Miami,1014,13,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Wisconsin,Wisconsin,Big Ten
Andrew Wingard,Andrew Wingard,JAX,Jacksonville,1014,6,2,0,2,0.0,0,0,3,0,0,0,0,0,0,0,DB,Wyoming,Wyoming,Mountain West
Calvin Ridley,Calvin Ridley,TEN,Tennessee,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Alabama,Alabama,SEC
Ross Matiscik,Ross Matiscik,JAX,Jacksonville,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,Baylor,Baylor,Big 12
Elerson G. Smith,Elerson Smith,CLE,Cleveland,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,LB,Northern Iowa,Iowa,Big Ten
Robert Rochell,Robert Rochell,GB,Green Bay,1014,8,2,0,2,0.0,0,0,0,0,0,0,0,0,1,0,DB,Central Arkansas,Kansas,Big 12
Ko Kieft,Ko Kieft,TB,Tampa Bay,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Minnesota,Minnesota,Big Ten
Jack Stoll,Jack Stoll,MIA/PHI,Miami,1014,9,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Nebraska,Nebraska,Big Ten
Kene Nwangwu,Kene Nwangwu,NYJ,NY Jets,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0,RB,Iowa State,Iowa,Big Ten
Michael Pittman Jr.,Michael Pittman,IND,Indianapolis,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern California,Southern California,Big Ten
Khalil Herbert,Khalil Herbert,CHI/CIN,Cincinnati,1014,12,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Virginia Tech,Virginia Tech,ACC
Noah Fant,Noah Fant,SEA,Seattle,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Iowa,Iowa,Big Ten
Jalen Virgil,Jalen Virgil,BUF,Buffalo,1014,7,2,0,2,0.0,0,0,0,0,0,0,0,0,1,0,WR,Appalachian State,NC State,ACC
Cole Christiansen,Cole Christiansen,KC,Kansas City,1014,9,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,LB,Army,Army West Point,The American
Teven Jenkins,Teven Jenkins,CHI,Chicago,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,OG,Oklahoma State,Oklahoma,SEC
Lil'Jordan Humphrey,Lil'Jordan Humphrey,DEN,Denver,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas,Texas,SEC
Jonathan Ward,Jonathan Ward,PIT,Pittsburgh,1014,4,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Central Michigan,Michigan,Big Ten
Michael Jordan,Michael Jordan,NE,Green Bay,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,OG,Ohio State,Ohio State,Big Ten
Harrison Bryant,Harrison Bryant,LV,Las Vegas,1014,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Florida Atlantic,Florida,SEC
John Bates,John Bates,WSH,Washington,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Boise State,Boise St.,Mountain West
Tristan Wirfs,Tristan Wirfs,TB,Tampa Bay,1014,14,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,OT,Iowa,Iowa,Big Ten
Damarri Mathis,Damarri Mathis,DEN,Denver,1014,8,0,2,2,0.0,0,0,1,0,0,0,0,0,0,0,DB,Pittsburgh,Pittsburgh,ACC
Cal Adomitis,Cal Adomitis,CIN,Cincinnati,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,Pittsburgh,Pittsburgh,ACC
Tylan Wallace,Tylan Wallace,BAL,Baltimore,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Oklahoma State,Oklahoma,SEC
Neil Farrell,,MIA,,1014,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,,,,
Faion Hicks,,SEA,,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,,,,
Jake Ferguson,Jake Ferguson,DAL,Dallas,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Wisconsin,Wisconsin,Big Ten
John Samuel Shenker,John Samuel Shenker,LV,Las Vegas,1014,6,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Auburn,Auburn,SEC
Jordan Mims,Jordan Mims,NO,New Orleans,1014,9,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Fresno State,Fresno St.,Mountain West
Marquise Blair,Blake Grupe,SEA,New Orleans Saints,1014,1,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,Place kicker,Notre Dame,Notre Dame,FBS Independent
Keith Taylor Jr.,Keith Taylor,KC,Kansas City,1014,9,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,Washington,Washington,Big Ten
Gabe Davis,Gabriel Davis,JAX,Jacksonville,1014,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Central Florida,Florida,SEC
Akayleb Evans,Akayleb Evans,MIN,Carolina,1014,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,Missouri,Missouri,SEC
Tony Fields II,Tony Fields,CLE,LA Rams,1014,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,LB,West Virginia,West Virginia,Big 12
Mike Greene,Mike Greene,TB,Tampa Bay,1014,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,DT,James Madison,James Madison,Sun Belt
Nico Collins,Nico Collins,HOU,Houston,1014,10,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Michigan,Michigan,Big Ten
Peyton Hendershot,Peyton Hendershot,KC,Kansas City,1014,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Indiana,Indiana,Big Ten
Bo Melton,Bo Melton,GB,Green Bay,1014,14,1,1,2,0.0,0,0,0,0,0,0,0,0,1,0,WR,Rutgers,Rutgers,Big Ten
Blake Grupe,Blake Grupe,NO,New Orleans,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,K,Notre Dame,Notre Dame,FBS Independent
Brandon Pili,Brandon Pili,MIA,Seattle,1014,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,DT,Southern California,Southern California,Big Ten
Brayden Willis,Brayden Willis,SF,San Francisco,1014,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Oklahoma,Oklahoma,SEC
Shaka Heyward,Shaka Heyward,CIN,Cincinnati,1014,4,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,LB,Duke,Duke,ACC
Simi Fehoko,Simi Fehoko,LAC,LA Chargers,1014,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Stanford,Stanford,ACC
Chris Olave,Chris Olave,NO,New Orleans,1014,8,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Ohio State,Ohio State,Big Ten
Matt Araiza,Matt Araiza,KC,Kansas City,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,P,San Diego State,San Diego St.,Mountain West
Dyami Brown,Dyami Brown,WSH,Washington,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,North Carolina,North Carolina,ACC
Patrick O'Connell,Patrick O'Connell,SEA,Seattle,1014,5,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,LB,Montana,,
Chris Smith,Chris Smith,DET,Detroit,1014,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,DT,Notre Dame,Notre Dame,FBS Independent
Charles Woods,Charles Woods,LAR,LA Rams,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southern Methodist,Ga. Southern,Sun Belt
Payne Durham,Payne Durham,TB,Tampa Bay,1014,14,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Purdue,Purdue,Big Ten
Isaac Guerendo,Isaac Guerendo,SF,San Francisco,1014,14,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Louisville,Louisville,ACC
Brennan Jackson,Brennan Jackson,LAR,LA Rams,1014,5,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,LB,Washington State,Washington,Big Ten
Craig Reynolds,Craig Reynolds,DET,Detroit,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Kutztown,,
Roschon Johnson,Roschon Johnson,CHI,Chicago,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Texas,Texas,SEC
Jameson Williams,Jameson Williams,DET,Detroit,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Alabama,Alabama,SEC
Puka Nacua,Puka Nacua,LAR,LA Rams,1014,10,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Brigham Young,BYU,Big 12
Tatum Bethune,Tatum Bethune,SF,San Francisco,1014,9,0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,LB,Florida State,Florida,SEC
Kenny McIntosh,Kenny McIntosh,SEA,Seattle,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Georgia,Georgia,SEC
Zion Logue,Zion Logue,BUF,Buffalo,1014,2,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,DT,Georgia,Georgia,SEC
Rashee Rice,Rashee Rice,KC,Kansas City,1014,4,2,0,2,0.0,0,0,0,0,0,0,0,1,0,0,WR,Southern Methodist,Ga. Southern,Sun Belt
Tyjae Spears,Tyjae Spears,TEN,Tennessee,1014,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Tulane,Tulane,The American
Tank Bigsby,Cartavious Bigsby,JAX,Jacksonville,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Auburn,Auburn,SEC
Blake Corum,Blake Corum,LAR,LA Rams,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Michigan,Michigan,Big Ten
Jordan Addison,Jordan Addison,MIN,Minnesota,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern California,Southern California,Big Ten
Trey Benson,Trey Benson,ARI,Arizona,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Florida State,Florida,SEC
Sam LaPorta,Sam LaPorta,DET,Detroit,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Iowa,Iowa,Big Ten
Xavier Legette,Xavier Legette,CAR,Carolina,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,South Carolina,South Carolina,SEC
Jarius Monroe,Jarius Monroe,NYJ,NY Jets,1014,3,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,Tulane,Tulane,The American
Bijan Robinson,Bijan Robinson,ATL,Atlanta,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Texas,Texas,SEC
Parker Washington,Parker Washington,JAX,Jacksonville,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Penn State,Penn St.,Big Ten
John Metchie III,John Metchie,HOU,Houston,1014,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Alabama,Alabama,SEC
Justin Eboigbe,Justin Eboigbe,LAC,LA Chargers,1014,5,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,DT,Alabama,Alabama,SEC
AJ Barner,AJ Barner,SEA,Seattle,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Michigan,Michigan,Big Ten
Mitchell Agude,Mitchell Agude,DET,Detroit,1014,2,1,1,2,0.0,0,0,0,0,0,0,0,1,0,0,LB,Miami,Miami (FL),ACC
Ladd McConkey,Ladd McConkey,LAC,LA Chargers,1014,14,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Georgia,Georgia,SEC
Drew Sanders,Drew Sanders,DEN,Denver,1014,2,1,1,2,1.0,11,1,0,0,0,0,0,0,0,0,LB,Arkansas,Arkansas,SEC
Marvin Mims Jr.,Marvin Mims,DEN,Denver,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Oklahoma,Oklahoma,SEC
Josh Downs,Josh Downs,IND,Indianapolis,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,North Carolina,North Carolina,ACC
Jake Bates,Jake Bates,DET,Detroit,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,K,Arkansas,Arkansas,SEC
Ben Sinnott,Ben Sinnott,WSH,Washington,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Kansas State,Kansas,Big 12
Devontez Walker,Devontez Walker,BAL,Baltimore,1014,7,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,North Carolina,North Carolina,ACC
Julius Wood,Julius Wood,TEN,Tennessee,1014,9,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,East Carolina,East Carolina,The American
Daijahn Anthony,Daijahn Anthony,CIN,Cincinnati,1014,11,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0,DB,Mississippi,Mississippi St.,SEC
Nick Folk,Nick Folk,TEN,Tennessee,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Arizona,Arizona,Big 12
Joe Flacco,Joe Flacco,IND,Indianapolis,1132,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Delaware,,
Graham Gano,Graham Gano,NYG,NY Giants,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Florida State,Florida,SEC
Trent Williams,Trent Williams,SF,San Francisco,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Oklahoma,Oklahoma,SEC
Bryan Anger,Bryan Anger,DAL,Dallas,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,California,California,ACC
Johnny Hekker,Johnny Hekker,CAR,Carolina,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Oregon State,Oregon,Big Ten
Charley Hughlett,Charley Hughlett,CLE,Cleveland,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Central Florida,Florida,SEC
Justin Tucker,Justin Tucker,BAL,Baltimore,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Texas,Texas,SEC
Greg Van Roten,Greg Van Roten,NYG,NY Giants,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Pennsylvania,,
DeAndre Hopkins,DeAndre Hopkins,KC/TEN,Kansas City,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Clemson,Clemson,ACC
Travis Kelce,Travis Kelce,KC,Kansas City,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Cincinnati,Cincinnati,Big 12
Brandon McManus,Brandon McManus,GB,Green Bay,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Temple,Temple,The American
Adam Thielen,Adam Thielen,CAR,Carolina,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Mankato State,NC State,ACC
James Winchester,James Winchester,KC,Kansas City,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Oklahoma,Oklahoma,SEC
Mike Evans,Mike Evans,TB,Tampa Bay,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas A&M,Texas A&M,SEC
Jordan Matthews,Jordan Matthews,CAR,Carolina,1132,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Vanderbilt,Vanderbilt,SEC
Taysom Hill,Taysom Hill,NO,New Orleans,1132,8,1,0,1,0.0,0,1,0,0,0,0,0,1,0,0,TE,Brigham Young,BYU,Big 12
Jason Myers,Jason Myers,SEA,Seattle,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Marist,,
MyCole Pruitt,MyCole Pruitt,PIT,Pittsburgh,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Southern Illinois,Illinois,Big Ten
Chris Manhertz,Chris Manhertz,NYG,NY Giants,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Canisius,,
Brandon Allen,Brandon Allen,SF,San Francisco,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Arkansas,Arkansas,SEC
C.J. Uzomah,C.J. Uzomah,PHI,Philadelphia,1132,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Auburn,Auburn,SEC
Angelo Blackson,Angelo Blackson,ARI,Arizona,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DT,Auburn,Auburn,SEC
Robbie Chosen,Reid Ferguson,MIA,Buffalo Bills,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,LSU,LSU,SEC
Shaq Mason,Shaquille Mason,HOU,Houston,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Georgia Tech,Georgia Tech,ACC
Dak Prescott,Dak Prescott,DAL,Dallas,1132,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Mississippi State,Mississippi St.,SEC
Jameis Winston,Jameis Winston,CLE,Cleveland,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Florida State,Florida,SEC
Ka'imi Fairbairn,Ka'imi Fairbairn,HOU,Houston,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,UCLA,UCLA,Big Ten
Kevon Seymour,Kevon Seymour,WSH,Washington,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southern California,Southern California,Big Ten
Patrick Ricard,Patrick Ricard,BAL,Baltimore,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Maine,,
Alex Barrett,Alex Barrett,SF,San Francisco,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DE,San Diego State,San Diego St.,Mountain West
Stefon Diggs,Stefon Diggs,HOU,Houston,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Maryland,Maryland,Big Ten
Reid Ferguson,Reid Ferguson,BUF,Buffalo,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Louisiana State,Louisiana,Sun Belt
Mark Glowinski,Mark Glowinski,IND,Indianapolis,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,West Virginia,West Virginia,Big 12
Bradley Pinion,Bradley Pinion,ATL,Atlanta,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Clemson,Clemson,ACC
Zach Pascal,Zach Pascal,ARI,Arizona,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Old Dominion,Old Dominion,Sun Belt
Isaac Seumalo,Isaac Seumalo,PIT,Pittsburgh,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Oregon State,Oregon,Big Ten
Christian Kuntz,Christian Kuntz,PIT,Pittsburgh,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Duquesne,,
Jack Conklin,Jack Conklin,CLE,Cleveland,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Michigan State,Michigan,Big Ten
Jamaal Williams,Jamaal Williams,NO,New Orleans,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Brigham Young,BYU,Big 12
Ethan Pocic,Ethan Pocic,CLE,Cleveland,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Louisiana State,Louisiana,Sun Belt
Austin Hooper,Austin Hooper,NE,New England,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Stanford,Stanford,ACC
Tyler Boyd,Tyler Boyd,TEN,Tennessee,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Pittsburgh,Pittsburgh,ACC
Geoff Swaim,Geoff Swaim,CLE,Cleveland,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Texas,Texas,SEC
Jared Goff,Jared Goff,DET,Detroit,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,California,California,ACC
Aaron Stinnie,Aaron Stinnie,NYG,NY Giants,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,James Madison,James Madison,Sun Belt
Anthony Firkser,Anthony Firkser,KC/NYJ,Kansas City,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Harvard,,
Younghoe Koo,Younghoe Koo,ATL,Atlanta,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Georgia Southern,Georgia,SEC
Ezekiel Elliott,Ezekiel Elliott,DAL,Dallas,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Ohio State,Ohio State,Big Ten
Marquez Valdes-Scantling,Marquez Valdes-Scantling,BUF/NO,New Orleans,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,South Florida,Florida,SEC
Evan Engram,Evan Engram,JAX,Jacksonville,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Mississippi,Mississippi St.,SEC
Artie Burns,Artie Burns,SEA,Seattle,1132,2,1,0,1,0.0,0,0,2,0,0,0,0,0,0,0,DB,Miami,Miami (FL),ACC
River Cracraft,River Cracraft,MIA,Miami,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Washington State,Washington,Big Ten
Jonnu Smith,Jonnu Smith,MIA,Miami,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Florida International,Florida,SEC
Bradley Bozeman,Bradley Bozeman,LAC,LA Chargers,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Alabama,Alabama,SEC
Alvin Kamara,Alvin Kamara,NO,New Orleans,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Tennessee,Tennessee,SEC
Alex Cappa,Alex Cappa,CIN,Cincinnati,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Humboldt State,NC State,ACC
Jermaine Eluemunor,Jermaine Eluemunor,NYG,NY Giants,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Texas A&M,Texas A&M,SEC
Cam Robinson,Cam Robinson,MIN/JAX,Minnesota,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Alabama,Alabama,SEC
Jakob Johnson,Chauncey Gardner-Johnson,NYG,Philadelphia,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Florida,Florida,SEC
Logan Cooke,Logan Cooke,JAX,Jacksonville,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Mississippi State,Mississippi St.,SEC
Elgton Jenkins,Elgton Jenkins,GB,Green Bay,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Mississippi State,Mississippi St.,SEC
Joe Mixon,Joe Mixon,HOU,Houston,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Oklahoma,Oklahoma,SEC
Ross Dwelley,Ross Dwelley,ATL,Atlanta,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,San Diego,San Diego St.,Mountain West
